Tweet ID,Timestamp,Customer_Message,Spotify Tweet ID,Spotify Timestamp,Brand Reply,True_Intent,Action,Reason for Action
2118720,Wed Nov 08 13:45:55 +0000 2017,@115888 so many lesser apps were optimized for iPhone X the day of launch.. can't take your devs that long can it? o.O,2118719,Wed Nov 08 14:33:33 +0000 2017,"@624400 Hey Seth! We currently don't have any info on this. Don't worry, we'll pass your feedback onto the right folks /DV",general_feedback_ui,Auto,
2749440,Mon Nov 20 23:51:07 +0000 2017,@SpotifyCares I know you may not know exactly but any idea of a rough time frame of the wait.  I have cd but dont wanna pay for itunes when i already pay $10/for this. Love spotify.  All my songs on the go,2749438,Mon Nov 20 23:55:40 +0000 2017,"@769804 We hear you loud and clear. We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /JI",playlist_library_management,Auto,
79418,Fri Nov 17 10:12:32 +0000 2017,@SpotifyCares When reputation by taylor swift will be out on spotify😭,2609464,Fri Nov 17 10:22:57 +0000 2017,"@738047 Hey, Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: https://t.co/3h0TnPWP0c /LW",general_feedback_ui,Auto,
2919399,Tue Nov 28 21:16:12 +0000 2017,"Soo why the fuck has @115888 been down for almost one hour ??? Ya better get on and fix that shit, I’m tryna clean my room. Lol",2919398,Wed Nov 29 00:41:18 +0000 2017,"@135676 Hey Leo, hope you haven't been taken over by mutant dust bunnies. Everything should be running smoothly now. Let us know if you're still getting issues /GS",playback_streaming_issue,Auto,
1926390,Fri Oct 27 14:24:42 +0000 2017,"@115888 my family accounts all got logged out and now there are only 3 slots instead of 5, what's going on?",1926389,Fri Oct 27 15:32:10 +0000 2017,"@573317 Hey, that's not cool! Can you fire over your account's username or email address via DM? We'll see what's happening backstage /JM https://t.co/ldFdZRiNAt",general_feedback_ui,Escalate,
1078586,Sun Oct 15 01:26:29 +0000 2017,"@SpotifyCares Sure thing, here you go
spotify:album:2sguvaXAzKE5mH8FABsWOi",1078588,Sun Oct 15 01:53:14 +0000 2017,@374432 Thanks. We'll get this reported. Great detective work! https://t.co/LpsmyUtme0 /JS,content_availability,Auto,
1869190,Thu Oct 19 20:39:17 +0000 2017,"@115888 hey hey. small bug on desktop, maybe. The radio thumbnails as well as the play control bar sometimes pulse/flash weirdly. https://t.co/wI1Zbwi6Pq",1869188,Thu Oct 19 21:57:25 +0000 2017,"@558306 Hey Joseph, thanks for sending us those screenshots! Could you let us know what OS you're rocking, as well as your Spotify version? /TB",playback_streaming_issue,Auto,
787963,Thu Oct 12 10:47:22 +0000 2017,"@SpotifyCares The app pausing Spotify constantly is @116584 's Dasher app for drivers, here's screenshots of my phone and app info https://t.co/x1rnfmh6Zz",787965,Thu Oct 12 11:03:12 +0000 2017,"@166680 Thanks for the screenshots. When did this start happening, was it after a specific update or has it been happening ever since? /HC",general_feedback_ui,Auto,
1381862,Sat Oct 28 06:26:47 +0000 2017,How hard is it for you guys to have a password along with oauth @115888 ? I’m a dev and I knows it’s not hard so don’t shit on your users,1381861,Sat Oct 28 06:31:27 +0000 2017,@441619 Hi there! Help's here. Can you DM us your account's email address? We'll check things backstage /MU https://t.co/ldFdZRiNAt,account_access,Escalate,
1093445,Sun Oct 15 02:48:39 +0000 2017,"@115888 @6443 why did you remove the @10789 ""the suburbs"" album? please return it",1093444,Sun Oct 15 04:32:02 +0000 2017,@378059 Hey! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon /NQ,content_availability,Auto,
189924,Wed Oct 25 11:46:33 +0000 2017,@115888 Hulu worked fine for a month and now says it can’t “verify my account” with Spotify. Not the only one with this issue.,1906396,Wed Oct 25 14:02:03 +0000 2017,@568019 Hey there! Could you send us a DM with your account's email address or username? We'll take a look backstage /MA https://t.co/ldFdZRiNAt,account_access,Escalate,
1162325,Fri Nov 10 17:28:41 +0000 2017,@SpotifyCares please bring back the playlist feature on the Roku app. Epic failure. I just canceled my premium account because of this.,1162324,Fri Nov 10 17:35:17 +0000 2017,"@393477 We hear you loud and clear, Sue! We can’t make any promises but we’ll pass your feedback onto the right folks /MX",playlist_library_management,Auto,
1977636,Wed Nov 01 19:58:55 +0000 2017,"@SpotifyCares do you know what ""shuffle"" means? Why I am always listening same album in a row  in 300 songs.",1977634,Wed Nov 01 20:21:30 +0000 2017,"@585621 Hey, that doesn't sound good. Does this happen when you're using Spotify Connect, or just shuffling music on the same device? /CO",content_availability,Auto,
2876093,Tue Nov 28 03:02:29 +0000 2017,@115888 can y’all put Beyoncé’s lemonade album on Spotify already 🤦🏻‍♀️,2876092,Tue Nov 28 05:49:11 +0000 2017,"@798417 Hey Nat! We're working on it, and we hope to have it available soon. There's more info here: https://t.co/WI0fi3V8Cu. Let us know if there's anything else you need 🙂 /KC",content_availability,Auto,
1830964,Wed Oct 18 05:23:55 +0000 2017,¿ @SpotifyCares Tell me why I pay a monthly fee but y'all still playing ads???,1830963,Wed Oct 18 05:25:55 +0000 2017,@523931 Hey Ali! Can you DM us your account's username or email address? We'll take a look /YM https://t.co/ldFdZRiNAt,billing_subscription,Escalate,
2920656,Tue Nov 28 21:39:05 +0000 2017,@SpotifyCares is the web player and the app down? cant seem to listen to music,2920655,Wed Nov 29 01:16:50 +0000 2017,@441386 Hey Marlon! Everything should be running smoothly now. Let us know if this is still happening /GS,playback_streaming_issue,Auto,
1647981,Sun Nov 05 17:58:36 +0000 2017,@SpotifyCares Help! I just got my Premium again but I am unable to play any song at all. It just skips song after song!,1647980,Sun Nov 05 22:26:05 +0000 2017,@503477 Hey Enrique! Help's here. Can you DM us your account's email address? We'll see what we can suggest /RA https://t.co/ldFdZRiNAt,content_availability,Escalate,
2541832,Thu Nov 16 10:42:44 +0000 2017,Had enough with @118117 + @115888 Connect. So temperamental. Refusing to connect via Spotify app and when it does it won’t play. Reset everything and started fresh. Still no luck 🤦🏻‍♂️,2541831,Thu Nov 16 11:53:47 +0000 2017,"@722716 Hey Oliver, help's here. What device, operating system, and Spotify version are you using? Are you getting any error messages? If you could send us a screenshot of what you can see on your end, that'd be great /AY",playback_streaming_issue,Auto,
1982160,Thu Nov 02 18:08:20 +0000 2017,@117153 İ request help for it but they didnt care about it.!,1982159,Thu Nov 02 18:38:29 +0000 2017,"@586727 Hey there, we'd love to help! Can you DM us your account's username or email address? We'll take a look under the hood /AG https://t.co/ldFdZRiNAt",general_feedback_ui,Escalate,
1809154,Sat Oct 14 13:35:48 +0000 2017,"@115888 Why did the album “Mirrors” from “I Am Waiting for You Last Summer” disappear?
Will it be back soon?",1809153,Sat Oct 14 17:11:25 +0000 2017,@543513 Hey Oliver! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon 💚 /RV,content_availability,Auto,
189343,Wed Oct 04 19:22:50 +0000 2017,@SpotifyCares Hey I am using an iphone 6 with iOs 11.0.1 and the version of spotify is 8.4.20.535. The issue is when connected to bluetooth in my car,189342,Wed Oct 04 19:27:03 +0000 2017,@160410 Got it. Can you try updating to iOS 11.0.2 to see if that makes a difference? Let us know how everything goes /JE,playback_streaming_issue,Auto,
2202376,Thu Oct 19 13:33:20 +0000 2017,@115888 I need to see who is following my playlists so I can see who is *not* following my playlists u feel me?,2202375,Thu Oct 19 14:24:12 +0000 2017,"@644023 Hey there! We don't have any info on this right now, but we'll let the right team know it's something you'd like to see /GU",playlist_library_management,Auto,
2202394,Thu Oct 19 13:10:13 +0000 2017,@SpotifyCares  how do  cancel my premium subscription?,2202393,Thu Oct 19 14:16:18 +0000 2017,@644028 Hi there. We've just sent a DM your way. Let's carry on chatting there /QI,billing_subscription,Escalate,
864565,Fri Oct 20 15:49:49 +0000 2017,@SpotifyCares ????? https://t.co/ggE5zDjPCd,864564,Fri Oct 20 17:30:24 +0000 2017,"@325334 Hey, thanks for reporting! We'll make sure to pass this onto the team. Let us know if you have any other concerns 👍 /JM",general_feedback_ui,Auto,
2290830,Sun Nov 12 07:54:34 +0000 2017,Where is my @115888 menu bar????#update #help #dtv https://t.co/Sg4G9uV6Ci,2290827,Sun Nov 12 09:04:21 +0000 2017,"@665411 Hi Suzanne, that doesn't look right. Can you let us know the Android and Spotify versions you're running? We'll see what we can suggest /NY",general_feedback_ui,Auto,
1790160,Sun Nov 26 12:13:07 +0000 2017,"@SpotifyCares I just dumped the whole thing. I'd expect its your job to figure this out, isn't it. 
I'd expect some auto-updater left over garbage coupled with audio cache. But who knows",1790162,Mon Nov 27 00:36:06 +0000 2017,@537736 Hmm. Can you fire over the Windows and Spotify version you're currently using? We'll see what we can suggest /KB,general_feedback_ui,Auto,
1102743,Tue Oct 24 00:34:02 +0000 2017,@SpotifyCares Sorry but it didn’t work,1102744,Tue Oct 24 00:37:15 +0000 2017,"@380216 Don't worry, we're on it. Our developers are looking into this, and we'll keep everyone updated /NQ",general_feedback_ui,Auto,
2734593,Mon Nov 20 19:35:24 +0000 2017,@SpotifyCares Yeah I get that. So where do I download them with the app on my computer these are the options I have https://t.co/el2ZdaRxhB,2734592,Mon Nov 20 19:44:03 +0000 2017,@766421 Got it. Here's some handy info about listening to your music offline: https://t.co/WSjJgGAmPy /TF,playback_streaming_issue,Auto,
1320121,Wed Oct 18 05:52:55 +0000 2017,"How can I opt out of Nielsen surveillance in your app @SpotifyCares, and how is an opt out consenybeven considered legal?",1320120,Wed Oct 18 06:01:27 +0000 2017,@428243 Hey there! Can you tell us more about what's happening exactly? We'll help out /AR,general_feedback_ui,Auto,
1540328,Tue Oct 17 01:58:15 +0000 2017,"@SpotifyCares so much, they force you to signup for Twitter to get a response from them. The bulk of their support outsourced to ""community""",1540327,Tue Oct 17 02:05:37 +0000 2017,@477395 Hey! Help's here. Can you DM us your account's username and email address? We'll check behind the scenes /JL https://t.co/ldFdZRiNAt,general_feedback_ui,Escalate,
1129995,Tue Oct 24 07:07:32 +0000 2017,"@115888 Yup but when I switched devices, it be came a problem",1129993,Tue Oct 24 11:41:57 +0000 2017,"@386320 Hey, help's here. Can you let us know what exactly happened? We'll see what we can suggest /NY",general_feedback_ui,Auto,
1033886,Mon Oct 23 06:35:38 +0000 2017,@SpotifyCares Thanks for replying we got it sorted out now 😊,1033888,Mon Oct 23 06:36:37 +0000 2017,@364596 Awesome! Let us know if you ever need us again. We'd be... https://t.co/LgAM6ky9Vv /NQ,general_feedback_ui,Auto,
1017102,Sat Oct 14 16:05:53 +0000 2017,@SpotifyCares Its worked!! Took a couple of tries after restarting but it’s working fine now - cheers,1017104,Sat Oct 14 16:11:44 +0000 2017,"@360648 Awesome! We're glad that did the trick. If you ever need help with anything else, you know where to find us /QI",general_feedback_ui,Auto,
1517956,Sat Nov 04 00:03:56 +0000 2017,@SpotifyCares What's DM?,1517957,Sat Nov 04 01:22:38 +0000 2017,@472174 A DM is a direct message. You can send us one by tapping on the envelope below. We'll be waiting for your reply /MG https://t.co/ldFdZRiNAt,general_feedback_ui,Auto,
229847,Thu Oct 05 08:38:05 +0000 2017,@SpotifyCares I already tried that but I keep getting this: https://t.co/1U4HcpGicE,229849,Thu Oct 05 08:40:24 +0000 2017,@170773 Hmm. Can you search for spotify:genre:decades on the app? Scroll through the list to see your Your Time Capsule playlist /RC,general_feedback_ui,Auto,
2746355,Mon Nov 20 20:36:03 +0000 2017,"@115888 you probably know this, but it appears my podcast progress and played/unplayed isn't syncing between mobile and desktop clients",2746354,Mon Nov 20 21:35:12 +0000 2017,"@769071 Hi Kiley, the cavalry's here! Does logging out, restarting both devices, and logging back into Spotify help? Keep us posted /JI",content_availability,Auto,
2552717,Thu Nov 16 14:15:04 +0000 2017,I love how @115888 releases an app update but not to optimize it for iphone X,2552716,Thu Nov 16 14:53:05 +0000 2017,"@725077 Hi Mikey. Don't worry, we’re working on it as we speak. We appreciate your feedback. Stay tuned! /DR",general_feedback_ui,Auto,
1914533,Wed Oct 25 21:49:47 +0000 2017,"Dear @SpotifyCares, where have I this to thank from? Senk joe 😭 https://t.co/oo5OAKlHb0",1914531,Wed Oct 25 22:02:42 +0000 2017,"@570289 Hey! Discover Weekly is based on what you, and others like you, are listening to. Hopefully it’s more in tune with your tastes next week /AR",general_feedback_ui,Auto,
2587962,Mon Oct 30 16:28:52 +0000 2017,look @115888 u know i love u but if i dont get premium back soon we may have to take this outside,2587961,Mon Oct 30 18:29:14 +0000 2017,"@733230 @115888 Hey there! We just sent you a reply to your DM, so we'll continue assisting you there /TF",general_feedback_ui,Auto,
2578858,Thu Nov 16 21:53:46 +0000 2017,Junge wieso sehe ich das neue Lied von Luciano nicht auf Spotify?,2578857,Thu Nov 16 22:07:20 +0000 2017,"@731105 Hey there! We can help out in English via Twitter, but we also have German support via email at https://t.co/ZgU70TbP8M 🙂 /JI",content_availability,Auto,
1786432,Thu Oct 12 00:59:45 +0000 2017,@115888 I sometimes get the feeling that your shuffle algorithm is flawed??? Or better yet is it truly random or based off listening habit?,1786431,Thu Oct 12 01:20:27 +0000 2017,@536716 Hey there! We’ve recently made some improvements to our shuffle algorithm. We’d love to hear your feedback here: https://t.co/T3vZnSL3od /AR,playback_streaming_issue,Auto,
2818202,Mon Nov 27 03:34:32 +0000 2017,"@SpotifyCares Trying to log in to renew my premium subscription and it won’t let me. Go to forgot my password and it says I’m connected through Facebook, but when I try to Facebook login it says my account isn’t connected!",2818201,Mon Nov 27 04:30:39 +0000 2017,@785577 Hey there! We've just sent a DM your way. Let's carry on chatting there /AK,account_access,Escalate,
1683988,Mon Nov 06 18:52:26 +0000 2017,@SpotifyCares Will try that in a bit. Can't reboot at the moment. :) tyvm,1683989,Mon Nov 06 18:54:21 +0000 2017,@262187 Got it! We'll be right here waiting /KL,general_feedback_ui,Auto,
1028770,Sat Oct 14 17:45:00 +0000 2017,@SpotifyCares Samsung 7 edge,1028772,Sat Oct 14 17:55:08 +0000 2017,@363423 Thanks. Have you tried logging out &gt; restarting your device &gt; then logging back in? Does that help at all? /CO,general_feedback_ui,Auto,
1199008,Mon Oct 16 02:39:41 +0000 2017,@SpotifyCares But I have a song on Spotify but I search for it my name doesn’t come up,1199007,Mon Oct 16 02:44:40 +0000 2017,@401709 Hmm. We’d recommend reaching out to TuneCore. They'll work with our team to make sure this gets fixed up /JS,content_availability,Auto,
2382588,Tue Nov 14 06:24:01 +0000 2017,"Hi, I have a playlist on my old account, can I do transfer this playlist new account @SpotifyCares",2382587,Tue Nov 14 06:25:52 +0000 2017,@686855 Hey there! Can you DM us the email address linked to each account? We'd love to lend a hand /KC https://t.co/ldFdZRiNAt,playlist_library_management,Escalate,
2615432,Fri Nov 17 12:36:31 +0000 2017,AND SPOTIFY????????? https://t.co/PILBcd9Qlm,2615430,Fri Nov 17 13:56:26 +0000 2017,"@739299 Hey there! Taylor Swift's 'Reputation' isn't available to stream just yet – stay tuned! For now, check out the singles: https://t.co/3h0TnPWP0c /AC",general_feedback_ui,Auto,
564502,Sat Dec 02 23:48:37 +0000 2017,@SpotifyCares WHERE IS OUR YEAR END PLAYLIST,564501,Sun Dec 03 00:22:18 +0000 2017,@252229 Hey! We've just replied to your DM. Check your inbox /AP,playlist_library_management,Escalate,
2585703,Fri Nov 17 00:15:32 +0000 2017,"@SpotifyCares Hi, I was trying to.camcel my account on Tuesday but couldn't remember my login ID for my particular account. Unfortunately, I gave up and it charged me for another month's use. Is there any way you can help me?",2585702,Fri Nov 17 00:19:38 +0000 2017,@732684 Hey there! Can you DM us any emails or usernames you might've used for Spotify? We'll take a look /RB https://t.co/ldFdZRiNAt,general_feedback_ui,Escalate,
86369,Thu Nov 30 13:58:13 +0000 2017,@115888 I need more skips,86368,Thu Nov 30 14:27:09 +0000 2017,"@134857 Hey Joel! Unlimited skips and on-demand listening is part of our Premium service. If you haven't had a subscription before, check this out: https://t.co/z7umnmiukQ. Let us know if you need anything else /CX",playback_streaming_issue,Auto,
2947623,Wed Nov 29 15:23:06 +0000 2017,"@115888 - It would be really nice to be able to categorize a playlist into smaller, sub-playlist, but have it listenable at all levels.

Example for Instrumental Music:
- All
-- Movie Scores
-- Classical
-- Jazz
-- Hip Hop
-- Lo-Fi 

#Spotify #Music",2947622,Wed Nov 29 16:18:37 +0000 2017,"@814117 Hey Jay, nice idea! It's definitely something for the team to consider and we'll make sure it reaches them. Be sure to keep your ears open for future updates 👍 /AV",playlist_library_management,Auto,
1995402,Fri Nov 03 13:39:48 +0000 2017,@125633 my artist/musician page has been given to another artist. My music moved to a new page. Big problem and mistake. Need help☺️,1995401,Fri Nov 03 14:08:53 +0000 2017,"@590039 Hi, we're sorry to hear this. Could you fill out the form here https://t.co/p1wbtdELHu? Dm us the email you use &amp; we'll chase it up! /SP https://t.co/ldFdZRiNAt",content_availability,Escalate,
2145963,Sun Oct 29 00:39:28 +0000 2017,I miss Julion Alvarez @117168 bring his music back 😭😭,2145962,Sun Oct 29 03:49:21 +0000 2017,@630859 Hey Gladys. Thanks for reaching out! There's some info on Spotify content here: https://t.co/MEjmIRL2eB /JL,content_availability,Auto,
2787999,Tue Nov 21 17:37:55 +0000 2017,@SpotifyCares I keep getting 503 Service Unavailable errors when I try to access the site to update my account &amp; payment details.,2787998,Tue Nov 21 19:09:01 +0000 2017,"@778298 Hi Tom! Can you DM us your account's username or email address, along with a screenshot of the error message? We'll take a look backstage /MC https://t.co/ldFdZRiNAt",billing_subscription,Escalate,
1970699,Wed Nov 01 00:32:18 +0000 2017,@115888 why don't you show featured artists info?,1970697,Wed Nov 01 00:57:23 +0000 2017,"@583753 Hey there! Can you let us know what device, operating system, and Spotify version you're running? We'll see what we can suggest /NS",content_availability,Auto,
603597,Sun Dec 03 14:58:15 +0000 2017,"I want to hear my music everywhere in the house I have an echo.  
When can we get @115821 multiroom playback with @115888 integration!? We live in the future now, this should already be an option.",603596,Sun Dec 03 22:41:31 +0000 2017,"@263426 Hey, we hear you loud and clear, Paul! We can’t make any promises but we’ll pass your suggestion onto the right folks /PB",general_feedback_ui,Auto,
1242915,Wed Oct 25 23:05:44 +0000 2017,"@SpotifyCares all my music keeps having a sharp buzzing sound, its been like this for a week and everything ive tried doesnt work",1242914,Wed Oct 25 23:12:11 +0000 2017,"@411578 Hey there, help's here! Does logging out &gt; restarting the device &gt; logging back in help? Keep us posted 🙂 /CG",playback_streaming_issue,Auto,
2936276,Wed Nov 29 09:47:32 +0000 2017,"Also, I would like to thank @SpotifyCares for their efforts on bringing to us Maximum The Hormone on their platform. Much needed. Now, on to work for #Tool. I need me some Maynard.",2936274,Wed Nov 29 11:10:18 +0000 2017,"@333448 Hey there! We’d love to have all of Tool's stuff available, but we have some info about content here: https://t.co/1dgftcFtzc. Hope this info helps /GK",general_feedback_ui,Auto,
1658867,Mon Nov 06 05:23:25 +0000 2017,@SpotifyCares to be more specific my problem was I don't want Indonesian/Korean songs be included in the playlist. I just don't listen to them.,1658869,Mon Nov 06 05:42:00 +0000 2017,"@506118 We hear you. Rest assured, your feedback will be passed on to the right folks /NQ",playlist_library_management,Auto,
2834988,Mon Nov 27 03:32:01 +0000 2017,"The acoustic version of ""Hands Down"" by Dashboard Confessional won't play for me on @115888. This is a travesty!",2834987,Mon Nov 27 14:55:51 +0000 2017,"@789131 Hey Mariano, help's here! Can you send us the Song Link? Just tap the three dots &gt; Share &gt; Copy Link. We'll take a look backstage /RS",playback_streaming_issue,Auto,
769709,Wed Oct 11 22:25:30 +0000 2017,@SpotifyCares I'm having issues sharing links to songs. Is this a known problem?,769708,Wed Oct 11 22:28:22 +0000 2017,@303787 Hey! The cavalry's here. Are you getting a specific error message when you try sharing tracks? A screenshot of it would come in handy /KB,general_feedback_ui,Auto,
318701,Fri Oct 06 12:42:53 +0000 2017,"Bat di tinatanggap card ko?! Spotify, why???",318700,Sat Oct 07 10:33:02 +0000 2017,"@192032 Hey! We don't offer Filipino support, so we hope you don't mind if we reply in English. Also, we've just sent you a DM 🙂 /BP",billing_subscription,Escalate,
2822722,Sun Nov 26 21:14:28 +0000 2017,@125633 how do I get an artist's profile coz what am getting is not what I signed up for.....,2822721,Mon Nov 27 08:23:05 +0000 2017,"@786589 @125633 Hey! Your artist profile is created when your music's uploaded to the service. If your music is on the wrong artist profile, could you DM us a list of your releases? /I https://t.co/ldFdZRiNAt",content_availability,Escalate,
2246090,Mon Nov 13 15:04:27 +0000 2017,@SpotifyCares thank you!,2246092,Mon Nov 13 16:13:56 +0000 2017,"@654618 No worries! If you ever need anything else, just shout and we'll come running 🏃 /DF",general_feedback_ui,Auto,
351223,Sun Oct 08 11:48:02 +0000 2017,@SpotifyCares Why,351226,Sun Oct 08 12:52:21 +0000 2017,"@199558 1. Thanks for the screenshot. To clear things up, merging one playlist to another hasn't been a feature of the app, but... /KM",general_feedback_ui,Auto,
2337395,Fri Oct 20 04:12:56 +0000 2017,"@SpotifyCares wheres the new @7350 and @209394 tape, the streets waiting smh #AppleMusicGotItDoe",2337394,Fri Oct 20 05:10:30 +0000 2017,@600729 Hey Kirko! We’ll have it available to you as soon as it’s available to us. https://t.co/0i8GpimuDa /LO,content_availability,Auto,
1967965,Tue Oct 31 12:46:02 +0000 2017,@115888 f you join a family spotify account can you transfer your playlists from your old premium account. I WANT MY PLAYLISTS BACK PLS,1967964,Tue Oct 31 14:21:24 +0000 2017,"@583139 Hey there, help's here! Could you DM us your account's username or email address? We'll see what we can suggest /RE https://t.co/ldFdZRiNAt",playlist_library_management,Escalate,
2063746,Thu Oct 19 01:30:09 +0000 2017,@SpotifyCares nothing changed ):,2063747,Thu Oct 19 01:38:48 +0000 2017,@610343 Hmm. We'll forward this over to our tech team to be sorted out and keep you posted once we have updates /JU,general_feedback_ui,Auto,
1786712,Wed Oct 11 16:42:05 +0000 2017,@SpotifyCares i'm using windows 10 and the free version spotify,1786713,Wed Oct 11 16:55:24 +0000 2017,"@536781 Got it. Just to check, are you using the latest version of the app? We'd suggest heading over to Help &gt; About Spotify to make sure /JE",general_feedback_ui,Auto,
1841210,Wed Oct 18 07:04:37 +0000 2017,@SpotifyCares Thanks for your attendion 👍🏻,1841212,Wed Oct 18 07:53:00 +0000 2017,"@551775 No worries! If you need us again, you know where to find us. https://t.co/uQiQuWow27 🙂 /JN",general_feedback_ui,Auto,
2956291,Wed Nov 29 18:48:48 +0000 2017,@115888 @SpotifyCares,2956290,Wed Nov 29 19:22:10 +0000 2017,"@816035 Hey, help's here! Can you DM us your account's username or email address? We'll see what's happening backstage /JM https://t.co/ldFdZRiNAt",general_feedback_ui,Escalate,
2599165,Fri Nov 17 18:02:34 +0000 2017,"@SpotifyCares v8.4.27, iPhone, iOS 11.0.2 – I found a recent 5-page thread of Mazda owners with same problem: https://t.co/APGA5M0mhg",2599167,Fri Nov 17 19:22:34 +0000 2017,@735834 Got it! Could you try uninstalling and reinstalling the app? Let us know how it goes /DF,general_feedback_ui,Auto,
1079427,Mon Oct 23 19:26:54 +0000 2017,@SpotifyCares It’s a real shame because it’s making think real hard about joining @115948,1079426,Mon Oct 23 19:29:39 +0000 2017,@374613 We're sorry to hear that. You can show your support for the idea here: https://t.co/Z9OErWpTNz /KL,general_feedback_ui,Auto,
2834978,Mon Nov 27 16:30:29 +0000 2017,@SpotifyCares might be an apple issue but this “fixed” the problem for now: https://t.co/yln9ofRKxh,2834980,Mon Nov 27 21:31:51 +0000 2017,"@789130 That's great to hear. For anything else, we're just a tweet away /JP",general_feedback_ui,Auto,
1417875,Thu Nov 02 03:32:20 +0000 2017,@115888 for the 4.99 premium/hulu thing for students do u have to already have a hulu account or will it still work if i make one after,1417874,Thu Nov 02 03:51:43 +0000 2017,@449563 Hey there! Could you send us your account's email address or username? We'll take a look backstage /CH,billing_subscription,Escalate,
1286619,Thu Oct 26 18:33:28 +0000 2017,"seriously @115888 @spotifycares ADD 2 STEP AUTHENTICATION!!!!!!!!!

I am canceling my service until you can prevent me from getting hacked https://t.co/rUBKz0NAF4",1286618,Thu Oct 26 18:53:00 +0000 2017,@420922 Hey! We're sorry to hear that. You can help change our devs minds about this by voting here: https://t.co/YbSHEKRk7m /SJ,account_access,Auto,
2032678,Tue Nov 07 15:13:05 +0000 2017,"@SpotifyCares we've been begging for YEARS, PLEASE make your shuffle completely random. it sucks.    please.",2032677,Tue Nov 07 16:03:17 +0000 2017,@601073 Hey there! We’ve recently made improvements to our shuffle algorithm. You can send your feedback here: https://t.co/T3vZnSL3od 🙂 /KL,playback_streaming_issue,Auto,
